Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Abeja,7,Miel,182.698,0.000,39.50,7216.571,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,1,Carne,75601.360,1.500,28.42,2148590.651,50400899
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,4,Huevo-plato,2732.270,0.000,22.35,61066.235,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,8,Ganado en pie,100801.798,2.000,19.04,1919266.234,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,1,Carne,5685.010,237.538,53.24,302640.710,23933
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,3,Ganado en pie,10719.842,447.910,26.89,288272.620,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,6,Leche,90614.099,0.000,5.77,522568.347,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,6,Caprino,1,Carne,58.820,20.116,51.30,3017.470,2924
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,6,Caprino,3,Ganado en pie,112.632,38.520,27.72,3122.160,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,12,Ovino,1,Carne,190.455,23.263,56.56,10772.140,8187
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,12,Ovino,3,Ganado en pie,363.323,44.378,29.56,10739.830,0
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,14,Porcino,1,Carne,609.450,80.107,41.08,25033.641,7608
2014,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,14,Porcino,3,Ganado en pie,839.344,110.324,28.28,23739.636,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,1,Abeja,7,Miel,47.469,0.000,40.00,1898.760,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,1,Carne,36691.290,1.500,28.45,1043867.201,24460845
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,4,Huevo-plato,175.950,0.000,22.33,3928.964,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,8,Ganado en pie,48921.690,2.000,19.04,931468.978,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,1,Carne,321.490,233.811,52.84,16987.880,1375
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,3,Ganado en pie,602.583,438.242,26.36,15882.270,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,6,Leche,34161.379,0.000,5.74,195955.531,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,1,Carne,33.120,19.785,51.79,1715.280,1674
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,3,Ganado en pie,63.533,37.953,28.58,1815.770,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,1,Carne,25.680,22.586,56.79,1458.370,1137
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,3,Ganado en pie,49.185,43.259,29.32,1442.100,0
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,1,Carne,3945.120,78.622,41.07,162009.158,50178
2014,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,3,Ganado en pie,5447.444,108.562,28.25,153903.454,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,1,Abeja,7,Miel,18.552,0.000,40.00,742.080,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,1,Carne,3532.600,248.355,52.67,186065.860,14224
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,3,Ganado en pie,6335.197,445.388,26.19,165926.610,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,6,Leche,30334.158,0.000,5.74,174173.497,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,1,Carne,2.000,19.802,51.61,103.220,101
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,3,Ganado en pie,3.843,38.050,28.11,108.030,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,1,Carne,8.860,22.374,56.87,503.870,396
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,3,Ganado en pie,16.921,42.730,29.88,505.600,0
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,1,Carne,38.810,80.854,40.96,1589.539,480
2014,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,3,Ganado en pie,53.799,112.081,27.98,1505.444,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,1,Abeja,7,Miel,27.402,0.000,40.00,1096.080,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,1,Carne,16277.170,1.500,28.39,462108.856,10851447
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,4,Huevo-plato,9.310,0.000,22.84,212.640,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,8,Ganado en pie,21702.894,2.000,19.06,413657.160,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,1,Carne,1827.820,232.992,52.79,96487.160,7845
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,3,Ganado en pie,3434.908,437.847,26.37,90588.500,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,6,Leche,20843.215,0.000,5.74,119539.241,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,1,Carne,2.600,20.000,51.26,133.280,130
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,3,Ganado en pie,5.011,38.546,28.92,144.920,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,1,Carne,7.430,22.722,56.61,420.610,327
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,3,Ganado en pie,14.152,43.278,30.01,424.700,0
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,1,Carne,25.000,85.034,39.47,986.832,294
2014,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,3,Ganado en pie,34.858,118.565,26.91,938.088,0
